n_builds,n_opp,snr,r2_x7,regime,EB7_dmean,EB7_dstd,EB8_dur_dmean,EB8_dur_dstd,EB8_ttk_dmean,EB8_ttk_dstd,EB9_ttk_dur_dmean,EB9_ttk_dur_dstd
100,10,3.0,0.5,clean,0.0003900390039003443,0.0009123635641182246,0.0003252325232523057,0.0007542532292922815,0.0005400540054005032,0.0012255217524361423,0.00048724872487244665,0.001275306953364987
100,10,3.0,0.5,mediator,0.0006696669666966693,0.0011457193205254921,0.01887788778877888,0.005271492146252681,0.000847284728472808,0.0013051678955645484,0.018749474947494717,0.005288383132826377
100,10,3.0,0.5,collider,0.0007728772877287682,0.0011373085954275882,0.010247824782478243,0.0030986692005028848,0.0005136513651364915,0.0014087364295069765,0.0102226222622262,0.003196236618829283
100,10,3.0,0.8,clean,0.001358535853585341,0.0013030540330251706,0.0012877287728772723,0.0012295116773239384,0.0013777377737773655,0.001323747061841384,0.0014293429342934205,0.0014468436025875256
100,10,3.0,0.8,mediator,0.0007128712871287357,0.0008508537730944317,0.008862886288628923,0.0051162884027036466,0.0006420642064206561,0.0009588237895558994,0.008788478847884806,0.005087065247053841
100,10,3.0,0.8,collider,0.0008676867686768675,0.0008949878393790867,0.004982898289828952,0.0027346087439002824,0.0008880888088808713,0.0009873713438646827,0.00510771077107709,0.0028049205331281343
100,30,0.3,0.2,clean,0.004768076807680766,0.004608092200726958,0.004577257725772587,0.004345651632238192,0.0047572757275727625,0.004778552379562527,0.004703270327032693,0.004770682950644346
100,30,0.3,0.2,mediator,0.00242664266426641,0.005745657249203008,0.04111371137113712,0.010893421059419733,0.001953795379537915,0.005373710199061032,0.04026162616261625,0.010834777318707809
100,30,0.3,0.2,collider,0.0056969696969697,0.005103189285902704,0.011517551755175515,0.008123445700816075,0.005914191419141912,0.005105053799348539,0.011303930393039252,0.008550724039820927
100,30,0.3,0.5,clean,0.0013129312931293047,0.001621443415435491,0.0012913291329133103,0.00165747131943899,0.0012565256525652435,0.0016426399076458337,0.0011761176117612072,0.0016153276542525915
100,30,0.3,0.5,mediator,0.003759975997599785,0.002766124590927894,0.01773537353735376,0.009591447132297617,0.003559555955595539,0.0027101048356470126,0.01741854185418541,0.009458583076979199
100,30,0.3,0.5,collider,0.0022070207020702393,0.002435016295957633,0.00725352535253525,0.004100809202957095,0.001977797779778012,0.0025386711377766986,0.0075223522352235285,0.004474854065054797
100,30,0.3,0.8,clean,0.001717371737173745,0.0020826660837081805,0.0016633663366336648,0.0020322762971820923,0.001714971497149731,0.0020846015516808552,0.0015769576957695985,0.00193987957072558
100,30,0.3,0.8,mediator,0.0007344734473447523,0.0011940174878516212,0.003313531353135335,0.003274126453515177,0.0007212721272127354,0.0009718816086986796,0.0032859285928592994,0.003317062240952576
100,30,0.3,0.8,collider,0.0016861686168617163,0.001052037140675759,0.002564656465646531,0.0018961748072963134,0.001519351935193547,0.001004568554905406,0.0025910591059105535,0.001934290055340418
100,30,1.0,0.2,clean,0.00031923192319230906,0.0008429286201253475,0.0002688268826882556,0.0009442618689638414,0.00030843084308428413,0.0010066288741164685,0.00022562256225623357,0.0010009576480668498
100,30,1.0,0.2,mediator,0.0003840384038403588,0.0006844893720539784,0.01628322832283228,0.006913132549171534,0.0003348334833483402,0.0007150630866786876,0.016108010801080107,0.006841628939750503
100,30,1.0,0.2,collider,0.0005664566456646036,0.0008695496856246887,0.007207920792079226,0.006126241094723753,0.000356435643564379,0.0012234286168584917,0.00713231323132314,0.006029546862204352
100,30,1.0,0.5,clean,0.0006840684068406655,0.0014792665831561403,0.0006048604860485751,0.0015026844477564812,0.0007188718871887101,0.0015232586780310634,0.0006648664866486742,0.0016777506075909116
100,30,1.0,0.5,mediator,0.0006696669666966804,0.0010291237284888062,0.011572757275727564,0.006442863146303787,0.0007164716471647625,0.0006275158892813049,0.01148154815481548,0.006464435165311193
100,30,1.0,0.5,collider,0.0003792379237924193,0.0006430717410347113,0.0035523552355235634,0.0018963870967820121,0.0004584458445845097,0.0007165188865123549,0.0034515451545155005,0.0016702738982217785
100,30,1.0,0.8,clean,0.0002616261626162797,0.0007924936863900873,0.0002424242424242773,0.0007979272969559241,8.640864086409961e-05,0.0008753442053462791,0.0001536153615361746,0.0008237020882826203
100,30,1.0,0.8,mediator,0.00017401740174016744,0.0006621193820083928,0.002162616261626138,0.001604114725036278,0.0001536153615361524,0.00071864645367561,0.0020786078607860415,0.0016097076895690086
100,30,1.0,0.8,collider,0.00039483948394840595,0.0008692953970548391,0.0017809780978097934,0.0009202064483113611,0.0003108310831082872,0.0008364664298230255,0.0016609660966096728,0.0008982832150707491
100,30,3.0,0.2,clean,-1.8001800179978656e-05,0.0004602346804338992,-2.5202520251998983e-05,0.00043292406120973504,-4.680468046801556e-05,0.0004677220441613831,2.400240023991973e-06,0.00044309627046234287
100,30,3.0,0.2,mediator,5.1605160515988405e-05,0.0002692685283931348,0.0040948094809480475,0.0010773014174608293,1.3201320131972505e-05,0.00023212008833420241,0.003918391839183866,0.001063908252075672
100,30,3.0,0.2,collider,0.0001020102010201196,0.00035117611493307133,0.001977797779777979,0.000893888829473527,0.00011641164116413805,0.0003809903795141136,0.001974197419741963,0.0008762561025597325
100,30,3.0,0.5,clean,-6.480648064802753e-05,0.0003296815082659059,-5.280528052804545e-05,0.000345967769514144,1.1102230246251566e-17,0.0004257974387884026,1.0801080108058247e-05,0.00038696938840699236
100,30,3.0,0.5,mediator,-0.0002112211221122151,0.0002848206167845177,0.0029510951095109927,0.0014963764118970254,-0.00010681068106812574,0.0002780266515836415,0.002882688268826872,0.0014991972972331498
100,30,3.0,0.5,collider,-4.680468046803776e-05,0.00028589317264297317,0.001758175817581764,0.0006106771500449466,-0.0001152115211520921,0.00021436172636558494,0.0017221722172217403,0.0006408966731085307
100,30,3.0,0.8,clean,1.800180018004527e-05,0.00019794705407104627,5.040504050407568e-05,0.0002346104172008802,8.280828082809499e-05,0.00020227986310907174,9.840984098413719e-05,0.00025905918563378164
100,30,3.0,0.8,mediator,0.00011641164116414915,0.0002254852727191142,0.0013105310531053237,0.0006262464954095341,0.00013561356135618485,0.00018953159126009316,0.001333333333333331,0.0006497838098765798
100,30,3.0,0.8,collider,-7.440744074406202e-05,0.00028388863616848046,0.0008052805280528097,0.0006331915526119894,-4.560456045602512e-05,0.00029644664822566955,0.0007860786078608073,0.0006189699677148614
250,10,0.3,0.2,clean,0.020316997071953134,0.013011841029524959,0.020083982143714263,0.012583737925242831,0.01968169730715693,0.012680307965569529,0.019311822589161386,0.012084536540919835
250,10,0.3,0.2,mediator,0.023868977103633594,0.007483109279123723,0.11542218595497529,0.025349571094252846,0.02349211347381557,0.007607505624344505,0.11438467815485046,0.02528522316188353
250,10,0.3,0.2,collider,0.019624403590457428,0.009204508100314285,0.06800134402150435,0.031142024944720983,0.01921290260644164,0.008899245812941605,0.06739599673594777,0.031040344580338497
250,10,0.3,0.5,clean,0.023585580569289187,0.008530807688503467,0.023438736619785915,0.008952923660455879,0.02312100993615901,0.008150248916719022,0.022837920606729754,0.008538687874907669
250,10,0.3,0.5,mediator,0.02033965343445493,0.008739367758680302,0.06804035904574471,0.021554676147824595,0.020082215715451445,0.008644748718026105,0.06763722939567035,0.021259201542397094
250,10,0.3,0.5,collider,0.016750578409254546,0.005304152107917343,0.032297911966591465,0.007352905073227248,0.016281092497479954,0.004981998642557216,0.03190883694139104,0.007336318124453565
250,10,0.3,0.8,clean,0.011863485815773045,0.008413200803182514,0.011680084481351716,0.008287246016128255,0.011829846877550043,0.008408483344705892,0.01167025392406279,0.008305183219960486
250,10,0.3,0.8,mediator,0.011585158162530584,0.005168783822937539,0.023595257524120405,0.014538590901347254,0.011439543032688538,0.005228429706122326,0.02350939375029998,0.014567269836282195
250,10,0.3,0.8,collider,0.010230307684922968,0.004048166649694254,0.012538952623242028,0.0057297279326670855,0.010093831901310513,0.0038426227955634692,0.012319531512504223,0.0054350787116470185
250,10,1.0,0.2,clean,0.0023077233235731854,0.0027472810978953766,0.002427379638074212,0.002982823902357908,0.002369087505400025,0.002808540860434271,0.0023444343109490064,0.0029400484475626864
250,10,1.0,0.2,mediator,0.0032696587145393586,0.003466593835312639,0.06456410502568041,0.013280874460305476,0.003182412518600297,0.0034112733782149427,0.06424207747323954,0.013343928625079868
250,10,1.0,0.2,collider,0.002482292516680318,0.003733726639506332,0.029992185474967646,0.014645255616117831,0.0025382038112610307,0.004026954453260059,0.02993389334229347,0.01463454134313645
250,10,1.0,0.5,clean,0.0064340997455959005,0.0022861905478050557,0.006313905822493105,0.0022731345972646123,0.006358143330293187,0.00225017249206515,0.006169826717227445,0.0023170501349167568
250,10,1.0,0.5,mediator,0.0029147602361637827,0.0030144423570948164,0.034637200595209514,0.011971856979704244,0.002948706379302113,0.0030468961964440406,0.03449419670714732,0.011866819551876307
250,10,1.0,0.5,collider,0.005178015648250378,0.003339179516977517,0.021336149378390002,0.006435880287383166,0.005133317333077337,0.0032762790023918385,0.021307118513896228,0.0064317844103771865
250,10,1.0,0.8,clean,0.002545192723083611,0.001156543480201851,0.0024925838813421143,0.0011460942284733204,0.002537819805116892,0.0012218660452925712,0.0024832141314260923,0.001155995862814262
250,10,1.0,0.8,mediator,0.002779206067297091,0.002416589420257399,0.013797571161138566,0.006756876131596036,0.0027342773484375304,0.0024104744117337874,0.013728142850285585,0.006719337468041266
250,10,1.0,0.8,collider,0.0026756780108481704,0.0013413977151387833,0.00804915278644457,0.003058055455984597,0.0026894254308069245,0.0013886508232692871,0.007981414102625605,0.002988409673688266
250,10,3.0,0.2,clean,-9.070225123600784e-05,0.0005677979254174388,-7.557240915854191e-05,0.0004977334947468802,-0.00011305140882255094,0.0005974875775396658,-0.0001016848269572268,0.0005043449860279112
250,10,3.0,0.2,mediator,0.00025175442807083835,0.000746489122847944,0.021597196755148117,0.003866821038045228,0.00023447415158640573,0.0007434686656854449,0.021544357509720103,0.0038788114540691666
250,10,3.0,0.2,collider,0.00036641866269857546,0.00043185836323439983,0.013172869965919399,0.0021089025180689993,0.00032755724091585445,0.00045561065950696646,0.013096683146930355,0.0021401538254671097
250,10,3.0,0.5,clean,0.0007047280756491747,0.0007498781839860611,0.0006878318053089028,0.0007170996332728321,0.0007011184178945973,0.000752777692077544,0.0006977391638265384,0.0007618122321020296
250,10,3.0,0.5,mediator,-8.617097873571122e-05,0.0010209071419411092,0.015506014496231879,0.004036118980855659,-8.501896030342904e-05,0.0010015909728023163,0.015444803916862593,0.004022745954567597
250,10,3.0,0.5,collider,0.0003426102817645327,0.0007592109289056299,0.010002361637786217,0.003596950718426158,0.0003845437527000284,0.0007646406131596378,0.009979090865453876,0.003585327587325871
250,10,3.0,0.8,clean,0.00042025632410113144,0.0005152002285922817,0.00044191427062828526,0.000521543025103969,0.0004419910718571396,0.0005450183659479924,0.00045220563529019264,0.0005429440369832486
250,10,3.0,0.8,mediator,0.00037909086545383496,0.0005694134677039614,0.009408995343925508,0.005374693029618386,0.00037087313397013986,0.000498092941067769,0.009390255844093498,0.005343242720582309
250,10,3.0,0.8,collider,0.0003547448759180116,0.0004730725597702531,0.005667853885662133,0.0031167704096447266,0.0003570489127826315,0.0004720562960815601,0.005631910910574555,0.0030872572337988734
250,30,0.3,0.2,clean,0.002387212595401478,0.0019012253648541058,0.00228537416598662,0.0018205450003609483,0.0023782268516296277,0.0019117977400789365,0.0022574185186962302,0.0017909647087805073
250,30,0.3,0.2,mediator,0.001688244611913825,0.00238512006849227,0.03921040656650511,0.008638780632531115,0.0017979167666682394,0.002289802665338659,0.03899766716267465,0.008601538252244335
250,30,0.3,0.2,collider,0.002928430854893782,0.0030121091224555906,0.011448067969087549,0.0058436943954336,0.002685431766908275,0.003030759634962872,0.011355906494503954,0.006078689579026558
250,30,0.3,0.5,clean,0.0024042624681994583,0.0008203654214310415,0.002307185714971438,0.0007333041856279001,0.002471847549560746,0.0008396983073539337,0.002386137378198061,0.0007892357086883764
250,30,0.3,0.5,mediator,0.002905313685018962,0.0018270715798403923,0.020733182930926918,0.008211902919827837,0.0028549320789132415,0.0018306275573896108,0.020714289828637232,0.008225781291498481
250,30,0.3,0.5,collider,0.002289521432342867,0.0010830556260859284,0.007309864157826506,0.002837795645189864,0.002309336149378405,0.0010695766884164508,0.007308097729563723,0.0028144232384946567
250,30,0.3,0.8,clean,0.0011736763788220972,0.0008283375376684245,0.0011204531272500317,0.0007852242255138662,0.0011682234915758928,0.0008314862577326755,0.00112552200835212,0.0007919026246876091
250,30,0.3,0.8,mediator,0.002012038592617471,0.0009272802897519972,0.00466137378198046,0.0021004201866418235,0.0019985215763452134,0.000941775349457545,0.004650852013632201,0.0020899746411550575
250,30,0.3,0.8,collider,0.0013195219123506075,0.0007312403420433498,0.0024373637978207575,0.0019284275685199194,0.0013136850189602312,0.0006918044141985227,0.002372159554552855,0.0018654974862584758
250,30,1.0,0.2,clean,0.00011090097441557312,0.00032552456098411837,0.00010944175106806231,0.0003648867117490827,0.00011136178178851041,0.0003645583721597705,9.868957903329534e-05,0.0003640177730992451
250,30,1.0,0.2,mediator,3.7709403350449924e-05,0.00040569553254544185,0.017242720683530933,0.0028836256085743458,-2.2349157586554204e-05,0.00041445040766190886,0.01715102001632023,0.0028815821268065017
250,30,1.0,0.2,collider,0.000311659386550156,0.0005524171821635588,0.005770383526136425,0.0025928560794018355,0.00028086209379348805,0.0005802294004541977,0.00576662026592425,0.0025564905744466233
250,30,1.0,0.5,clean,4.131906110503847e-05,0.0005477426595515157,4.6541544664779885e-05,0.0005602437974419869,-9.676954831239205e-06,0.0005597898427214808,-3.3024528392389116e-05,0.00057293068106331
250,30,1.0,0.5,mediator,0.0006077281236499977,0.00042875548048416185,0.010397964767436296,0.002960995671536762,0.0005330773292372859,0.00041488226402761454,0.010360101761628215,0.002995450007767776
250,30,1.0,0.5,collider,0.0002066721067536359,0.0003923567927242443,0.0037388374213987775,0.001351262209135969,0.00016504584073343543,0.0003892038119474051,0.003743061488983812,0.0013573955318436177
250,30,1.0,0.8,clean,0.00021412182594923168,0.0001590585897136049,0.00020022080353288008,0.0001661265969068449,0.00021166418662696974,0.00016924286543527504,0.00021235539768637012,0.00016546530214126936
250,30,1.0,0.8,mediator,0.0004760908174530787,0.0002893251117497608,0.0033938463015407705,0.0019848165209816384,0.0004778572457158958,0.0002662435755886832,0.003380406086497345,0.001990683591673564
250,30,1.0,0.8,collider,0.00041626266020259315,0.0003982920908366723,0.0019044400710411691,0.0010381492891802628,0.0004138050208803423,0.000415346385152793,0.0019246387942207122,0.0010639723588969684
250,30,3.0,0.2,clean,-3.141170258728065e-05,9.496089171931476e-05,-2.5651610425747597e-05,8.823735928035356e-05,-2.6035616569886066e-05,9.42294742513626e-05,-1.981471703552673e-05,0.00010286078921372766
250,30,3.0,0.2,mediator,8.678538856621288e-06,0.00015388829546010544,0.0038597993567897173,0.0005547614958051839,1.1673786780530549e-05,0.0001278853696284947,0.0038539624633993964,0.0005621794814020314
250,30,3.0,0.2,collider,7.595641530260267e-05,0.00014258348250676517,0.002204886478183621,0.000574569231283187,0.00010283684538944237,0.00012140593374136488,0.0022039648634377797,0.0005723026444116162
250,30,3.0,0.5,clean,-3.148850381605728e-05,0.0001235817448170607,-5.4068065089007966e-05,0.00011668389235907821,-1.9891518264270048e-05,0.00011651961397698277,-3.947583161328927e-05,0.0001082582450009951
250,30,3.0,0.5,mediator,4.6311140978261275e-05,0.0001503563491518342,0.003247539960639334,0.000997207884131042,3.655738491818994e-05,0.0001341091965362849,0.003235712571401139,0.0009969644663080088
250,30,3.0,0.5,collider,-1.405462487398257e-05,0.00013040344324806287,0.0018457639322228768,0.000493209580483256,-1.8662698603189033e-05,0.0001270595268008511,0.0018091297460759437,0.0004850372105509716
250,30,3.0,0.8,clean,4.976719627521886e-05,0.00010478502527107998,3.847741563869356e-05,0.00010231610053249653,5.944415110641366e-05,0.00010600528383964477,4.861517784283675e-05,0.00010575339574100823
250,30,3.0,0.8,mediator,3.817021072334281e-05,0.00012969089937103727,0.0015234291748667528,0.0005708268265466416,4.8768780300423306e-05,0.00013378291288498382,0.0015181298900782125,0.0005783708816604953
250,30,3.0,0.8,collider,8.993423894780861e-05,9.486643101079378e-05,0.001002256036096616,0.0005263436495133961,8.332933326935522e-05,8.856100851986876e-05,0.0009882014112226668,0.0005230428758557342
500,10,0.3,0.2,clean,0.024078595514382062,0.005623941722588527,0.023919350077400293,0.005870153132335366,0.024009235236940974,0.005628184156533521,0.023775848703394786,0.005866849479621252
500,10,0.3,0.2,mediator,0.024989744758979016,0.005976636108100163,0.12804343057372228,0.01849272137339581,0.02469573398293593,0.006003779807117106,0.12769540998163992,0.018517243735142467
500,10,0.3,0.2,collider,0.021050503402013566,0.0076349460269652504,0.07248506114024458,0.014216021452034596,0.021095287581150358,0.007618178773169781,0.07222046488185954,0.013845860768420018
500,10,0.3,0.5,clean,0.018247282589130377,0.006617035545589387,0.018119141276565144,0.006653506130081932,0.018040276961107837,0.0065982348896089504,0.017907700430801733,0.006605041858207405
500,10,0.3,0.5,mediator,0.018948373393493624,0.005286256366109712,0.05316843027372113,0.018996908527877776,0.01889145476581904,0.005304285915778259,0.053001456805827206,0.018891611740616897
500,10,0.3,0.5,collider,0.019068546674186716,0.004485931162441625,0.03159860319441273,0.009370789038797692,0.01888006912027641,0.004515193176152525,0.03153798855195418,0.009332636476731456
500,10,0.3,0.8,clean,0.009938948555794247,0.004636855695905078,0.009923060492242008,0.00462793505120852,0.009907614030456102,0.004604087298807105,0.009893089172356716,0.004587335295936733
500,10,0.3,0.8,mediator,0.007737256549026228,0.0034954899745730707,0.014369078276313096,0.009623111980343371,0.007742738170952712,0.003473209709476989,0.014319148476593924,0.009610078921358045
500,10,0.3,0.8,collider,0.010139099756399062,0.005345213502683341,0.01362414409657644,0.00987924624940332,0.010118843675374755,0.005306041082817198,0.013585839943359834,0.009789416104896512
500,10,1.0,0.2,clean,0.0014807483229932529,0.0015154546682316957,0.0013948663794654647,0.0014374529025061999,0.0013698294793179078,0.0015291013700297082,0.0012758739034955612,0.00145074210508577
500,10,1.0,0.2,mediator,0.002422704090816341,0.0015867050423503735,0.05636843027372107,0.019974428697916772,0.0023921183684734613,0.0015726598621881372,0.056238205752823,0.01998307951857058
500,10,1.0,0.2,collider,0.002606852027408102,0.0014426801405470343,0.03237925911703647,0.010440473442167407,0.0025180516722067225,0.0015058826862169685,0.032356199824799314,0.010333912118481923
500,10,1.0,0.5,clean,0.0036402385609542454,0.0014665530131598961,0.003513518054072218,0.0016335602655976195,0.0035792495169980733,0.0014499734231380914,0.0034642794571178694,0.0015888024974844992
500,10,1.0,0.5,mediator,0.004121872487489941,0.0019117841781043077,0.04133211092844369,0.01184956675601408,0.004081091524366065,0.0019441132933761855,0.04127509630038523,0.011837820208453956
500,10,1.0,0.5,collider,0.003761842247368985,0.0019020900354084192,0.026592231168924663,0.0053593841239929696,0.003697128388513482,0.0018479706517937793,0.026571466285865118,0.005378170553659934
500,10,1.0,0.8,clean,0.0021101268405073646,0.0010294698507303057,0.002074251497005919,0.0010373851210333349,0.0021166068664274728,0.0010356556580337875,0.0020740882963531824,0.0010748442519504465
500,10,1.0,0.8,mediator,0.0027112044448177166,0.0007170314402252419,0.012435304141216519,0.006054518803755862,0.002715255661022631,0.000734757704229272,0.012433403333613336,0.006044393607102416
500,10,1.0,0.8,collider,0.0024199968799874403,0.0007214111657297713,0.009629145716582821,0.003551220423940361,0.0024062592250368663,0.0007465308958737256,0.009610588842355305,0.0035369064498836336
500,10,3.0,0.2,clean,0.0004075408301633443,0.00035950868685530617,0.000400811203244833,0.0003778425536351117,0.0003886095544382573,0.00035674229152153056,0.0004016176064704391,0.0003714578258035702
500,10,3.0,0.2,mediator,0.00019711758847035243,0.0003271390650457206,0.022179103116412458,0.003431842187650152,0.00021489685958751004,0.0003284620703425819,0.022084600338401372,0.003403029046095862
500,10,3.0,0.2,collider,1.2278449113833911e-05,0.00034407082298120036,0.012831776127104478,0.001745747376284966,-2.8368113472465595e-05,0.0003287637096342743,0.012781481525926097,0.0017610801575215595
500,10,3.0,0.5,clean,0.00047841791367172484,0.0004216581105152015,0.0004845907383630221,0.0004156690357129588,0.00048745154980626146,0.0004023815165361304,0.0004711410845644193,0.00041263279675954074
500,10,3.0,0.5,mediator,0.0004168432673731126,0.000452292123027047,0.016507966831867327,0.0021700926116953673,0.0004270289081156453,0.00044552799335545364,0.01649338437353749,0.0021792294046925503
500,10,3.0,0.5,collider,0.0003576206304826135,0.00048606024152083883,0.010178479113916495,0.0024984640244695776,0.0003570638282553662,0.000505529488874692,0.01015767583070335,0.002515543508913799
500,10,3.0,0.8,clean,0.0005105396421585584,0.0004007904703413748,0.000521848487393961,0.0003887883056237576,0.0005148500594002181,0.0004155500482001639,0.0005112500450001667,0.000403768992444667
500,10,3.0,0.8,mediator,0.0007136860547442114,0.0005105399233126127,0.00863974655898624,0.004971133796250645,0.0006881499525998481,0.0004932655813166739,0.008608181632726563,0.004957382110524101
500,10,3.0,0.8,collider,0.00048590594362382113,0.00027591190189371514,0.005720730082920367,0.0025858552864506516,0.000492923571694348,0.00028346963477249103,0.005728678914715712,0.0025973907546391678
500,30,0.3,0.2,clean,0.0023240156960627535,0.0013950342791843717,0.0022784635138540232,0.0014532184801891695,0.0022839259357037454,0.0014221713126925724,0.0022593594374377577,0.001465778064981811
500,30,0.3,0.2,mediator,0.002954498217992907,0.0015204925320661182,0.04247223068892283,0.013145365470240405,0.002987061548246217,0.0014986950895094296,0.04238259513038054,0.01316340155925275
500,30,0.3,0.2,collider,0.004864925059700253,0.0017557049530546314,0.011031221724886919,0.0036893275741386065,0.004842307369229493,0.0017226021855329238,0.011075871503486023,0.003560058377932414
500,30,0.3,0.5,clean,0.002995797583190318,0.0011535313260319447,0.0029442261769046852,0.0010438065566992115,0.0029611222444890116,0.0011594543965113432,0.0028830067320269382,0.0010179713783951703
500,30,0.3,0.5,mediator,0.0027923247692990703,0.0008192062347945676,0.01927118428473713,0.009884933695504692,0.0028037200148800733,0.0008431416408434564,0.019211721646886594,0.009820763321990004
500,30,0.3,0.5,collider,0.003091145164580711,0.0009004851197728892,0.00843420973683896,0.0022076355551638956,0.003104815619262513,0.0009124704229452328,0.008435342541370239,0.0022166535314026227
500,30,0.3,0.8,clean,0.0010664202656810672,0.00046761035405988176,0.001056167424669685,0.00047989851655234797,0.0010590570362281726,0.00046005856838435364,0.0010518186072744462,0.000468367000105591
500,30,0.3,0.8,mediator,0.0015118620474481536,0.00042267738964477623,0.004750694202776762,0.002402465173672848,0.0015036252145008255,0.00043364925764880413,0.004755235020940096,0.0024006320239300096
500,30,0.3,0.8,collider,0.001541487765951144,0.00055852798252955,0.0024403489613959105,0.0012704154497968493,0.0015358333433334037,0.000557858890268437,0.002431286525146137,0.0012587749301281018
500,30,1.0,0.2,clean,0.0002447145788582961,0.0003183927884892335,0.00024634658538629227,0.00031211446493776683,0.00023391453565807518,0.00032701552036830026,0.00022621530486117704,0.0003018636178348418
500,30,1.0,0.2,mediator,0.0002473065892263038,0.00041992029111423055,0.017037591350365377,0.002830065972893887,0.00026531626126503617,0.00041456159635835146,0.01702512090048357,0.0028228638909374992
500,30,1.0,0.2,collider,0.0004097776391105312,0.0003594266870635531,0.0055564254257016495,0.0007456641390428778,0.0004098736394945957,0.00036536242614297436,0.005546575786303143,0.0007764285050290153
500,30,1.0,0.5,clean,0.0003569006276024522,0.0003203226992137725,0.00031680126720501356,0.0003397386424146099,0.00035043980175916147,0.0003213205739717329,0.0003215052860210399,0.00032444969010546646
500,30,1.0,0.5,mediator,0.0003493453973816396,0.0002665973495382804,0.00989733238932956,0.003434075277104436,0.00034058056232227907,0.0002547214102219845,0.009882029928119717,0.003434779318573097
